Frame,tube_count,total_peptides_in_tubes,avg_tube_size
3887,1,189,189.0
3888,3,168,56.0
3889,2,114,57.0
3890,2,154,77.0
3891,2,118,59.0
3892,1,66,66.0
3893,2,133,66.5
3894,0,0,0.0
3895,2,126,63.0
3896,0,0,0.0
3897,1,110,110.0
3898,0,0,0.0
3899,1,66,66.0
3900,0,0,0.0
3901,0,0,0.0
3902,0,0,0.0
3903,1,63,63.0
3904,2,133,66.5
3905,1,70,70.0
3906,0,0,0.0
3907,1,70,70.0
3908,0,0,0.0
3909,0,0,0.0
3910,2,191,95.5
3911,2,142,71.0
3912,2,239,119.5
3913,1,70,70.0
3914,0,0,0.0
3915,2,127,63.5
3916,2,125,62.5
3917,0,0,0.0
3918,1,63,63.0
3919,1,77,77.0
3920,0,0,0.0
3921,2,157,78.5
3922,3,237,79.0
3923,1,61,61.0
3924,0,0,0.0
3925,0,0,0.0
3926,3,209,69.7
3927,0,0,0.0
3928,1,56,56.0
3929,0,0,0.0
3930,1,120,120.0
3931,0,0,0.0
3932,0,0,0.0
3933,1,56,56.0
3934,0,0,0.0
3935,1,60,60.0
3936,2,161,80.5
3937,0,0,0.0
3938,0,0,0.0
3939,1,51,51.0
3940,0,0,0.0
3941,3,176,58.7
3942,2,133,66.5
3943,2,111,55.5
3944,1,63,63.0
3945,2,245,122.5
3946,2,133,66.5
3947,1,56,56.0
3948,1,56,56.0
3949,0,0,0.0
3950,0,0,0.0
3951,2,140,70.0
3952,0,0,0.0
3953,0,0,0.0
3954,1,63,63.0
3955,1,70,70.0
3956,1,92,92.0
3957,0,0,0.0
3958,0,0,0.0
3959,1,51,51.0
3960,2,109,54.5
3961,0,0,0.0
3962,1,52,52.0
3963,0,0,0.0
3964,0,0,0.0
3965,2,133,66.5
3966,0,0,0.0
3967,0,0,0.0
3968,2,115,57.5
3969,3,164,54.7
3970,1,118,118.0
3971,2,350,175.0
3972,0,0,0.0
3973,0,0,0.0
3974,2,112,56.0
3975,1,51,51.0
3976,2,146,73.0
3977,0,0,0.0
3978,0,0,0.0
3979,1,56,56.0
3980,2,119,59.5
3981,2,206,103.0
3982,1,140,140.0
3983,1,50,50.0
3984,0,0,0.0
3985,1,59,59.0
3986,0,0,0.0
3987,1,70,70.0
3988,2,128,64.0
3989,0,0,0.0
3990,2,165,82.5
3991,1,56,56.0
3992,2,504,252.0
3993,1,91,91.0
3994,0,0,0.0
3995,1,77,77.0
3996,2,119,59.5
3997,1,63,63.0
3998,0,0,0.0
3999,1,70,70.0
4000,0,0,0.0
4001,1,73,73.0
4002,1,119,119.0
4003,4,251,62.8
4004,1,58,58.0
4005,1,62,62.0
4006,1,138,138.0
4007,0,0,0.0
4008,2,147,73.5
4009,1,189,189.0
4010,1,70,70.0
4011,3,287,95.7
4012,0,0,0.0
4013,0,0,0.0
4014,0,0,0.0
4015,3,201,67.0
4016,1,98,98.0
4017,1,83,83.0
4018,0,0,0.0
4019,0,0,0.0
4020,1,56,56.0
4021,1,56,56.0
4022,0,0,0.0
4023,1,56,56.0
4024,2,108,54.0
4025,1,60,60.0
4026,1,77,77.0
4027,2,112,56.0
4028,1,63,63.0
4029,3,172,57.3
4030,1,168,168.0
4031,0,0,0.0
4032,3,336,112.0
4033,2,119,59.5
4034,0,0,0.0
4035,1,56,56.0
4036,1,119,119.0
4037,1,84,84.0
4038,0,0,0.0
4039,1,56,56.0
4040,2,139,69.5
4041,0,0,0.0
4042,1,70,70.0
4043,0,0,0.0
4044,1,140,140.0
4045,1,112,112.0
4046,0,0,0.0
4047,2,193,96.5
4048,1,56,56.0
4049,1,119,119.0
4050,0,0,0.0
4051,0,0,0.0
4052,1,70,70.0
4053,0,0,0.0
4054,1,56,56.0
4055,2,145,72.5
4056,1,63,63.0
4057,0,0,0.0
4058,3,428,142.7
4059,1,160,160.0
4060,4,280,70.0
4061,3,449,149.7
4062,1,63,63.0
4063,0,0,0.0
4064,0,0,0.0
4065,2,133,66.5
4066,1,56,56.0
4067,2,189,94.5
4068,0,0,0.0
4069,1,112,112.0
4070,0,0,0.0
4071,0,0,0.0
4072,1,56,56.0
4073,0,0,0.0
4074,1,63,63.0
4075,0,0,0.0
4076,2,147,73.5
4077,3,188,62.7
4078,0,0,0.0
4079,0,0,0.0
4080,1,63,63.0
4081,2,116,58.0
4082,2,140,70.0
4083,0,0,0.0
4084,2,153,76.5
4085,2,225,112.5
4086,2,147,73.5
4087,0,0,0.0
4088,2,143,71.5
4089,1,53,53.0
4090,1,69,69.0
4091,2,147,73.5
4092,0,0,0.0
4093,1,56,56.0
4094,2,140,70.0
4095,0,0,0.0
4096,1,56,56.0
4097,0,0,0.0
4098,0,0,0.0
4099,1,50,50.0
4100,0,0,0.0
4101,0,0,0.0
4102,3,187,62.3
4103,3,171,57.0
4104,1,82,82.0
4105,1,84,84.0
4106,0,0,0.0
4107,1,77,77.0
4108,3,343,114.3
4109,3,231,77.0
4110,3,174,58.0
4111,2,154,77.0
4112,1,73,73.0
4113,0,0,0.0
4114,2,133,66.5
4115,1,74,74.0
4116,1,72,72.0
4117,1,91,91.0
4118,1,56,56.0
4119,0,0,0.0
4120,1,56,56.0
4121,3,198,66.0
4122,1,54,54.0
4123,1,70,70.0
4124,1,73,73.0
4125,2,110,55.0
4126,2,144,72.0
4127,3,314,104.7
4128,1,84,84.0
4129,0,0,0.0
4130,1,196,196.0
4131,0,0,0.0
4132,1,61,61.0
4133,0,0,0.0
4134,0,0,0.0
4135,1,77,77.0
4136,2,133,66.5
4137,0,0,0.0
4138,2,241,120.5
4139,0,0,0.0
4140,4,357,89.2
4141,2,168,84.0
4142,0,0,0.0
4143,0,0,0.0
4144,2,223,111.5
4145,0,0,0.0
4146,4,269,67.2
4147,0,0,0.0
4148,1,72,72.0
4149,0,0,0.0
4150,0,0,0.0
4151,1,90,90.0
4152,1,59,59.0
4153,2,133,66.5
4154,0,0,0.0
4155,1,91,91.0
4156,0,0,0.0
4157,2,148,74.0
4158,1,63,63.0
4159,3,185,61.7
4160,1,56,56.0
4161,3,328,109.3
4162,2,145,72.5
4163,1,203,203.0
4164,0,0,0.0
4165,2,266,133.0
4166,2,174,87.0
4167,1,63,63.0
4168,0,0,0.0
4169,0,0,0.0
4170,0,0,0.0
4171,1,55,55.0
4172,0,0,0.0
4173,3,200,66.7
4174,1,56,56.0
4175,1,53,53.0
4176,1,123,123.0
4177,0,0,0.0
4178,2,127,63.5
4179,2,133,66.5
4180,1,51,51.0
4181,1,224,224.0
4182,0,0,0.0
4183,2,209,104.5
4184,0,0,0.0
4185,1,69,69.0
4186,0,0,0.0
4187,0,0,0.0
4188,0,0,0.0
4189,1,77,77.0
4190,1,75,75.0
4191,1,63,63.0
4192,3,213,71.0
4193,1,63,63.0
4194,1,56,56.0
4195,0,0,0.0
4196,2,154,77.0
4197,3,343,114.3
4198,1,56,56.0
4199,1,56,56.0
4200,0,0,0.0
4201,2,161,80.5
4202,1,77,77.0
4203,0,0,0.0
4204,2,126,63.0
4205,0,0,0.0
4206,2,119,59.5
4207,3,292,97.3
4208,1,56,56.0
4209,0,0,0.0
4210,1,70,70.0
4211,4,269,67.2
4212,1,69,69.0
4213,1,140,140.0
4214,1,84,84.0
4215,0,0,0.0
4216,2,203,101.5
4217,1,63,63.0
4218,2,120,60.0
4219,3,224,74.7
4220,3,238,79.3
4221,1,69,69.0
4222,3,200,66.7
4223,2,112,56.0
4224,4,279,69.8
4225,2,116,58.0
4226,2,126,63.0
4227,0,0,0.0
4228,0,0,0.0
4229,1,69,69.0
4230,3,221,73.7
4231,1,63,63.0
4232,1,56,56.0
4233,1,119,119.0
4234,1,56,56.0
4235,0,0,0.0
4236,2,217,108.5
4237,3,273,91.0
4238,2,308,154.0
4239,1,77,77.0
4240,0,0,0.0
4241,2,231,115.5
4242,3,196,65.3
4243,2,126,63.0
4244,0,0,0.0
4245,0,0,0.0
4246,0,0,0.0
4247,2,127,63.5
4248,1,77,77.0
4249,0,0,0.0
4250,2,144,72.0
4251,2,267,133.5
4252,3,182,60.7
4253,0,0,0.0
4254,0,0,0.0
4255,0,0,0.0
4256,1,77,77.0
4257,1,63,63.0
4258,1,56,56.0
4259,0,0,0.0
4260,0,0,0.0
4261,2,119,59.5
4262,2,265,132.5
4263,1,92,92.0
4264,3,371,123.7
4265,0,0,0.0
4266,1,77,77.0
4267,2,167,83.5
4268,2,140,70.0
4269,3,613,204.3
4270,2,294,147.0
4271,1,102,102.0
4272,1,140,140.0
4273,1,51,51.0
4274,0,0,0.0
4275,1,81,81.0
4276,0,0,0.0
4277,1,63,63.0
4278,4,294,73.5
4279,1,70,70.0
4280,2,135,67.5
4281,2,112,56.0
4282,3,355,118.3
4283,1,73,73.0
4284,0,0,0.0
4285,1,77,77.0
4286,2,148,74.0
4287,3,210,70.0
4288,0,0,0.0
4289,1,72,72.0
4290,1,84,84.0
4291,2,154,77.0
4292,0,0,0.0
4293,2,126,63.0
4294,2,134,67.0
4295,1,130,130.0
4296,0,0,0.0
4297,1,56,56.0
4298,0,0,0.0
4299,3,283,94.3
4300,1,98,98.0
4301,2,119,59.5
4302,0,0,0.0
4303,1,109,109.0
4304,1,70,70.0
4305,1,59,59.0
4306,1,56,56.0
4307,1,57,57.0
4308,2,121,60.5
4309,1,196,196.0
4310,1,56,56.0
4311,1,61,61.0
4312,3,276,92.0
4313,1,56,56.0
4314,2,116,58.0
4315,0,0,0.0
4316,1,53,53.0
4317,2,243,121.5
4318,2,124,62.0
4319,0,0,0.0
4320,3,243,81.0
4321,1,56,56.0
4322,2,145,72.5
4323,0,0,0.0
4324,1,203,203.0
4325,0,0,0.0
4326,1,53,53.0
4327,0,0,0.0
4328,1,77,77.0
4329,2,112,56.0
4330,0,0,0.0
4331,0,0,0.0
4332,0,0,0.0
4333,2,126,63.0
4334,1,80,80.0
4335,0,0,0.0
4336,0,0,0.0
4337,0,0,0.0
4338,1,70,70.0
4339,1,50,50.0
4340,0,0,0.0
4341,2,147,73.5
4342,2,131,65.5
4343,3,195,65.0
4344,0,0,0.0
4345,0,0,0.0
4346,2,147,73.5
4347,1,70,70.0
4348,3,216,72.0
4349,1,53,53.0
4350,0,0,0.0
4351,0,0,0.0
4352,0,0,0.0
4353,1,55,55.0
4354,1,146,146.0
4355,0,0,0.0
4356,2,107,53.5
4357,2,182,91.0
4358,0,0,0.0
4359,0,0,0.0
4360,1,55,55.0
4361,1,62,62.0
4362,2,126,63.0
4363,1,77,77.0
4364,2,322,161.0
4365,1,63,63.0
4366,1,63,63.0
4367,1,56,56.0
4368,3,207,69.0
4369,0,0,0.0
4370,1,77,77.0
4371,0,0,0.0
4372,1,56,56.0
4373,1,77,77.0
4374,3,348,116.0
4375,2,128,64.0
4376,3,206,68.7
4377,1,357,357.0
4378,0,0,0.0
4379,0,0,0.0
4380,3,209,69.7
4381,0,0,0.0
4382,4,287,71.8
4383,0,0,0.0
4384,1,84,84.0
4385,0,0,0.0
4386,2,169,84.5
4387,0,0,0.0
4388,0,0,0.0
4389,3,172,57.3
4390,0,0,0.0
4391,0,0,0.0
4392,1,77,77.0
4393,1,54,54.0
4394,1,52,52.0
4395,1,147,147.0
4396,2,140,70.0
4397,0,0,0.0
4398,0,0,0.0
4399,1,112,112.0
4400,0,0,0.0
4401,2,168,84.0
4402,3,181,60.3
4403,1,112,112.0
4404,0,0,0.0
4405,0,0,0.0
4406,1,84,84.0
4407,3,210,70.0
4408,0,0,0.0
4409,3,182,60.7
4410,2,112,56.0
4411,0,0,0.0
4412,1,84,84.0
4413,1,56,56.0
4414,3,190,63.3
4415,0,0,0.0
4416,0,0,0.0
4417,0,0,0.0
4418,2,107,53.5
4419,3,199,66.3
4420,1,56,56.0
4421,1,56,56.0
4422,2,161,80.5
4423,0,0,0.0
4424,0,0,0.0
4425,1,112,112.0
4426,0,0,0.0
4427,1,58,58.0
4428,0,0,0.0
4429,1,62,62.0
4430,2,159,79.5
4431,1,147,147.0
4432,1,56,56.0
4433,2,126,63.0
4434,1,77,77.0
4435,2,211,105.5
4436,1,112,112.0
4437,0,0,0.0
4438,1,169,169.0
4439,0,0,0.0
4440,2,247,123.5
4441,1,175,175.0
4442,3,245,81.7
4443,2,112,56.0
4444,0,0,0.0
4445,1,56,56.0
4446,1,54,54.0
4447,2,140,70.0
4448,0,0,0.0
4449,1,63,63.0
4450,0,0,0.0
4451,2,133,66.5
4452,3,301,100.3
4453,3,196,65.3
4454,2,247,123.5
4455,1,77,77.0
4456,2,168,84.0
4457,2,138,69.0
4458,0,0,0.0
4459,0,0,0.0
4460,1,55,55.0
4461,3,188,62.7
4462,1,77,77.0
4463,2,245,122.5
4464,3,221,73.7
4465,0,0,0.0
4466,1,56,56.0
4467,1,84,84.0
4468,2,112,56.0
4469,2,190,95.0
4470,3,196,65.3
4471,0,0,0.0
4472,0,0,0.0
4473,1,52,52.0
4474,3,296,98.7
4475,1,56,56.0
4476,0,0,0.0
4477,1,75,75.0
4478,2,163,81.5
4479,0,0,0.0
4480,1,54,54.0
4481,1,84,84.0
4482,1,91,91.0
4483,0,0,0.0
4484,0,0,0.0
4485,1,56,56.0
4486,0,0,0.0
4487,1,56,56.0
4488,0,0,0.0
4489,1,77,77.0
4490,2,140,70.0
4491,2,227,113.5
4492,3,203,67.7
4493,1,63,63.0
4494,2,120,60.0
4495,1,84,84.0
4496,1,56,56.0
4497,1,68,68.0
4498,2,163,81.5
4499,3,218,72.7
4500,0,0,0.0
4501,0,0,0.0
4502,1,56,56.0
4503,0,0,0.0
4504,1,114,114.0
4505,1,91,91.0
4506,0,0,0.0
4507,2,106,53.0
4508,0,0,0.0
4509,0,0,0.0
4510,0,0,0.0
4511,2,169,84.5
4512,0,0,0.0
4513,1,77,77.0
4514,0,0,0.0
4515,1,70,70.0
4516,0,0,0.0
4517,0,0,0.0
4518,1,74,74.0
4519,1,70,70.0
4520,1,56,56.0
4521,0,0,0.0
4522,1,56,56.0
4523,2,201,100.5
4524,1,74,74.0
4525,1,56,56.0
4526,1,84,84.0
4527,0,0,0.0
4528,0,0,0.0
4529,2,134,67.0
4530,0,0,0.0
4531,2,107,53.5
4532,0,0,0.0
4533,0,0,0.0
4534,0,0,0.0
4535,1,56,56.0
4536,3,216,72.0
4537,1,61,61.0
4538,1,56,56.0
4539,1,68,68.0
4540,1,90,90.0
4541,1,56,56.0
4542,0,0,0.0
4543,2,108,54.0
4544,2,172,86.0
4545,0,0,0.0
4546,1,70,70.0
4547,2,124,62.0
4548,1,65,65.0
4549,4,276,69.0
4550,2,153,76.5
4551,1,56,56.0
4552,3,371,123.7
4553,4,339,84.8
4554,1,56,56.0
4555,0,0,0.0
4556,1,105,105.0
4557,2,140,70.0
4558,3,238,79.3
4559,1,84,84.0
4560,0,0,0.0
4561,1,77,77.0
4562,2,134,67.0
4563,3,259,86.3
4564,0,0,0.0
4565,2,194,97.0
4566,2,196,98.0
4567,2,195,97.5
4568,1,84,84.0
4569,3,193,64.3
4570,3,213,71.0
4571,2,161,80.5
4572,1,105,105.0
4573,0,0,0.0
4574,0,0,0.0
4575,2,189,94.5
4576,3,216,72.0
4577,4,287,71.8
4578,3,228,76.0
4579,1,63,63.0
4580,0,0,0.0
4581,3,203,67.7
4582,0,0,0.0
4583,0,0,0.0
4584,0,0,0.0
4585,1,79,79.0
4586,0,0,0.0
4587,3,198,66.0
4588,0,0,0.0
4589,1,91,91.0
4590,1,52,52.0
4591,0,0,0.0
4592,1,159,159.0
4593,1,63,63.0
4594,0,0,0.0
4595,0,0,0.0
4596,0,0,0.0
4597,1,98,98.0
4598,1,64,64.0
4599,1,84,84.0
4600,0,0,0.0
4601,1,75,75.0
4602,1,147,147.0
4603,2,208,104.0
4604,0,0,0.0
4605,1,63,63.0
4606,0,0,0.0
4607,1,56,56.0
4608,1,108,108.0
4609,1,98,98.0
4610,1,105,105.0
4611,1,70,70.0
4612,0,0,0.0
4613,2,106,53.0
4614,1,72,72.0
4615,0,0,0.0
4616,0,0,0.0
4617,2,150,75.0
4618,1,52,52.0
4619,3,207,69.0
4620,0,0,0.0
4621,3,297,99.0
4622,1,56,56.0
4623,0,0,0.0
4624,1,63,63.0
4625,3,280,93.3
4626,0,0,0.0
4627,0,0,0.0
4628,0,0,0.0
4629,0,0,0.0
4630,1,54,54.0
4631,5,283,56.6
4632,0,0,0.0
4633,2,205,102.5
4634,2,119,59.5
4635,0,0,0.0
4636,3,201,67.0
4637,2,106,53.0
4638,0,0,0.0
4639,0,0,0.0
4640,0,0,0.0
4641,3,208,69.3
4642,2,122,61.0
4643,1,117,117.0
4644,1,50,50.0
4645,2,217,108.5
4646,2,112,56.0
4647,1,95,95.0
4648,2,118,59.0
4649,1,63,63.0
4650,1,82,82.0
4651,1,56,56.0
4652,2,193,96.5
4653,0,0,0.0
4654,0,0,0.0
4655,0,0,0.0
4656,0,0,0.0
4657,0,0,0.0
4658,2,128,64.0
4659,2,133,66.5
4660,2,147,73.5
4661,2,134,67.0
4662,2,294,147.0
4663,1,101,101.0
4664,2,166,83.0
4665,1,77,77.0
4666,1,70,70.0
4667,3,360,120.0
4668,1,56,56.0
4669,0,0,0.0
4670,0,0,0.0
4671,0,0,0.0
4672,1,56,56.0
4673,2,126,63.0
4674,1,55,55.0
4675,1,56,56.0
4676,1,74,74.0
4677,4,308,77.0
4678,1,69,69.0
4679,0,0,0.0
4680,0,0,0.0
4681,0,0,0.0
4682,2,106,53.0
4683,1,56,56.0
4684,1,126,126.0
4685,0,0,0.0
4686,0,0,0.0
4687,2,121,60.5
4688,3,314,104.7
4689,0,0,0.0
4690,0,0,0.0
4691,3,192,64.0
4692,2,119,59.5
4693,0,0,0.0
4694,2,112,56.0
4695,1,56,56.0
4696,1,55,55.0
4697,1,54,54.0
4698,1,90,90.0
4699,1,224,224.0
4700,1,56,56.0
4701,2,154,77.0
4702,1,182,182.0
4703,0,0,0.0
4704,1,67,67.0
4705,2,147,73.5
4706,2,113,56.5
4707,1,127,127.0
4708,0,0,0.0
4709,0,0,0.0
4710,1,56,56.0
4711,1,63,63.0
4712,0,0,0.0
4713,0,0,0.0
4714,1,56,56.0
4715,1,51,51.0
4716,2,140,70.0
4717,0,0,0.0
4718,2,133,66.5
4719,1,98,98.0
4720,2,109,54.5
4721,0,0,0.0
4722,1,56,56.0
4723,1,56,56.0
4724,0,0,0.0
4725,1,140,140.0
4726,1,133,133.0
4727,1,77,77.0
4728,4,343,85.8
4729,2,140,70.0
4730,2,126,63.0
4731,1,105,105.0
4732,0,0,0.0
4733,3,176,58.7
4734,1,64,64.0
4735,1,133,133.0
4736,2,106,53.0
4737,2,155,77.5
4738,4,332,83.0
4739,4,341,85.2
4740,0,0,0.0
4741,2,222,111.0
4742,0,0,0.0
4743,0,0,0.0
4744,1,52,52.0
4745,3,189,63.0
4746,0,0,0.0
4747,2,132,66.0
4748,2,113,56.5
4749,0,0,0.0
4750,0,0,0.0
4751,2,106,53.0
4752,0,0,0.0
4753,1,104,104.0
4754,2,114,57.0
4755,3,272,90.7
4756,0,0,0.0
4757,0,0,0.0
4758,2,144,72.0
4759,0,0,0.0
4760,1,56,56.0
4761,2,209,104.5
4762,0,0,0.0
4763,0,0,0.0
4764,0,0,0.0
4765,1,63,63.0
4766,0,0,0.0
4767,0,0,0.0
4768,3,281,93.7
4769,0,0,0.0
4770,0,0,0.0
4771,2,119,59.5
4772,0,0,0.0
4773,1,91,91.0
4774,2,182,91.0
4775,2,109,54.5
4776,0,0,0.0
4777,0,0,0.0
4778,1,53,53.0
4779,0,0,0.0
4780,0,0,0.0
4781,0,0,0.0
4782,0,0,0.0
4783,0,0,0.0
4784,0,0,0.0
4785,0,0,0.0
4786,0,0,0.0
4787,0,0,0.0
4788,1,63,63.0
4789,3,232,77.3
4790,1,77,77.0
4791,0,0,0.0
4792,2,126,63.0
4793,1,78,78.0
4794,1,83,83.0
4795,2,200,100.0
4796,3,177,59.0
4797,0,0,0.0
4798,1,116,116.0
4799,1,91,91.0
4800,1,56,56.0
4801,0,0,0.0
4802,3,234,78.0
4803,1,84,84.0
4804,0,0,0.0
4805,3,186,62.0
4806,1,259,259.0
4807,0,0,0.0
4808,1,56,56.0
4809,3,192,64.0
4810,0,0,0.0
4811,0,0,0.0
4812,1,63,63.0
4813,1,56,56.0
4814,1,77,77.0
4815,4,291,72.8
4816,4,266,66.5
4817,2,130,65.0
4818,1,184,184.0
4819,1,56,56.0
4820,1,336,336.0
4821,2,126,63.0
4822,1,153,153.0
4823,2,133,66.5
4824,2,182,91.0
4825,1,91,91.0
4826,2,119,59.5
4827,3,379,126.3
4828,1,62,62.0
4829,0,0,0.0
4830,4,290,72.5
4831,1,62,62.0
4832,2,154,77.0
4833,3,204,68.0
4834,1,97,97.0
4835,2,168,84.0
4836,0,0,0.0
4837,3,210,70.0
4838,1,63,63.0
4839,1,77,77.0
4840,1,56,56.0
4841,2,196,98.0
4842,0,0,0.0
4843,2,140,70.0
4844,0,0,0.0
4845,0,0,0.0
4846,0,0,0.0
4847,2,109,54.5
4848,1,77,77.0
4849,0,0,0.0
4850,4,254,63.5
4851,0,0,0.0
4852,1,70,70.0
4853,1,60,60.0
4854,2,147,73.5
4855,0,0,0.0
4856,1,63,63.0
4857,1,110,110.0
4858,1,126,126.0
4859,2,147,73.5
4860,0,0,0.0
4861,1,91,91.0
4862,0,0,0.0
4863,2,126,63.0
4864,0,0,0.0
4865,0,0,0.0
4866,1,56,56.0
4867,1,77,77.0
4868,0,0,0.0
4869,2,112,56.0
4870,0,0,0.0
4871,1,62,62.0
4872,0,0,0.0
4873,3,193,64.3
4874,2,133,66.5
4875,2,152,76.0
4876,0,0,0.0
4877,1,51,51.0
4878,3,238,79.3
4879,1,56,56.0
4880,1,112,112.0
4881,0,0,0.0
4882,0,0,0.0
4883,1,105,105.0
4884,0,0,0.0
4885,2,169,84.5
4886,0,0,0.0
4887,0,0,0.0
4888,2,133,66.5
4889,1,56,56.0
4890,0,0,0.0
4891,1,56,56.0
4892,1,126,126.0
4893,3,265,88.3
4894,1,56,56.0
4895,1,56,56.0
4896,0,0,0.0
4897,2,140,70.0
4898,2,144,72.0
4899,1,89,89.0
4900,4,293,73.2
4901,1,70,70.0
4902,2,119,59.5
4903,1,70,70.0
4904,0,0,0.0
4905,0,0,0.0
4906,0,0,0.0
4907,0,0,0.0
4908,2,113,56.5
4909,1,63,63.0
4910,0,0,0.0
4911,2,175,87.5
4912,0,0,0.0
4913,1,84,84.0
4914,1,70,70.0
4915,1,70,70.0
4916,1,63,63.0
4917,4,349,87.2
4918,0,0,0.0
4919,1,62,62.0
4920,1,63,63.0
4921,1,84,84.0
4922,0,0,0.0
4923,1,56,56.0
4924,3,202,67.3
4925,1,70,70.0
4926,0,0,0.0
4927,0,0,0.0
4928,1,69,69.0
4929,0,0,0.0
4930,0,0,0.0
4931,2,154,77.0
4932,2,154,77.0
4933,0,0,0.0
4934,2,119,59.5
4935,2,173,86.5
4936,2,140,70.0
4937,1,231,231.0
4938,0,0,0.0
4939,2,140,70.0
4940,0,0,0.0
4941,2,188,94.0
4942,1,63,63.0
4943,0,0,0.0
4944,1,77,77.0
4945,3,197,65.7
4946,1,53,53.0
4947,0,0,0.0
4948,4,342,85.5
4949,0,0,0.0
4950,0,0,0.0
4951,0,0,0.0
4952,0,0,0.0
4953,0,0,0.0
4954,0,0,0.0
4955,0,0,0.0
4956,0,0,0.0
4957,2,161,80.5
4958,1,91,91.0
4959,0,0,0.0
4960,1,80,80.0
4961,1,112,112.0
4962,2,142,71.0
4963,1,56,56.0
4964,0,0,0.0
4965,1,168,168.0
4966,1,105,105.0
4967,1,77,77.0
4968,0,0,0.0
4969,1,129,129.0
4970,1,70,70.0
4971,2,129,64.5
4972,0,0,0.0
4973,1,192,192.0
4974,0,0,0.0
4975,2,238,119.0
4976,2,161,80.5
4977,2,109,54.5
4978,0,0,0.0
4979,0,0,0.0
4980,1,70,70.0
4981,0,0,0.0
4982,0,0,0.0
4983,1,91,91.0
4984,2,203,101.5
4985,1,63,63.0
4986,1,92,92.0
4987,0,0,0.0
4988,2,168,84.0
4989,0,0,0.0
4990,0,0,0.0
4991,1,203,203.0
4992,1,63,63.0
4993,2,140,70.0
4994,0,0,0.0
4995,1,52,52.0
4996,1,70,70.0
4997,0,0,0.0
4998,1,55,55.0
4999,1,56,56.0
5000,1,133,133.0
5001,1,84,84.0
5002,1,70,70.0
5003,0,0,0.0
5004,0,0,0.0
5005,1,56,56.0
5006,0,0,0.0
5007,2,140,70.0
5008,1,147,147.0
5009,1,70,70.0
5010,1,161,161.0
5011,3,172,57.3
5012,2,104,52.0
5013,1,63,63.0
5014,0,0,0.0
5015,0,0,0.0
5016,1,91,91.0
5017,1,63,63.0
5018,0,0,0.0
5019,1,96,96.0
5020,0,0,0.0
5021,1,53,53.0
5022,0,0,0.0
5023,1,245,245.0
5024,1,63,63.0
5025,0,0,0.0
5026,0,0,0.0
5027,3,318,106.0
5028,1,77,77.0
5029,2,129,64.5
5030,1,147,147.0
5031,3,186,62.0
5032,0,0,0.0
5033,0,0,0.0
5034,1,196,196.0
5035,0,0,0.0
5036,0,0,0.0
5037,0,0,0.0
5038,0,0,0.0
5039,1,63,63.0
5040,0,0,0.0
5041,1,144,144.0
5042,0,0,0.0
5043,0,0,0.0
5044,0,0,0.0
5045,2,119,59.5
5046,2,119,59.5
5047,0,0,0.0
5048,1,97,97.0
5049,1,59,59.0
5050,1,77,77.0
5051,0,0,0.0
5052,0,0,0.0
5053,5,426,85.2
5054,1,123,123.0
5055,0,0,0.0
5056,3,308,102.7
5057,1,70,70.0
5058,2,203,101.5
5059,0,0,0.0
5060,2,174,87.0
5061,2,152,76.0
5062,2,128,64.0
5063,2,136,68.0
5064,6,597,99.5
5065,0,0,0.0
5066,2,147,73.5
5067,0,0,0.0
5068,1,76,76.0
5069,0,0,0.0
5070,2,156,78.0
5071,3,181,60.3
5072,2,164,82.0
5073,0,0,0.0
5074,1,406,406.0
5075,1,66,66.0
5076,2,121,60.5
5077,0,0,0.0
5078,0,0,0.0
5079,0,0,0.0
5080,1,315,315.0
5081,2,119,59.5
5082,3,175,58.3
5083,0,0,0.0
5084,2,147,73.5
5085,0,0,0.0
5086,2,119,59.5
5087,0,0,0.0
5088,4,392,98.0
5089,0,0,0.0
5090,0,0,0.0
5091,1,56,56.0
5092,0,0,0.0
5093,0,0,0.0
5094,3,209,69.7
5095,1,77,77.0
5096,1,56,56.0
5097,3,209,69.7
5098,3,175,58.3
5099,3,178,59.3
5100,1,69,69.0
5101,1,56,56.0
5102,1,66,66.0
5103,1,60,60.0
5104,1,56,56.0
5105,1,91,91.0
5106,1,67,67.0
5107,0,0,0.0
5108,1,70,70.0
5109,1,56,56.0
5110,1,56,56.0
5111,2,118,59.0
5112,0,0,0.0
5113,1,126,126.0
5114,2,145,72.5
5115,4,257,64.2
5116,0,0,0.0
5117,2,121,60.5
5118,2,203,101.5
5119,3,196,65.3
5120,0,0,0.0
5121,2,250,125.0
5122,3,263,87.7
5123,1,56,56.0
5124,1,79,79.0
5125,1,172,172.0
5126,1,56,56.0
5127,0,0,0.0
5128,2,236,118.0
5129,1,77,77.0
5130,0,0,0.0
5131,0,0,0.0
5132,1,147,147.0
5133,0,0,0.0
5134,1,56,56.0
5135,0,0,0.0
5136,3,217,72.3
5137,1,56,56.0
5138,2,130,65.0
5139,1,57,57.0
5140,3,199,66.3
5141,1,70,70.0
5142,2,126,63.0
5143,0,0,0.0
5144,0,0,0.0
5145,0,0,0.0
5146,2,153,76.5
5147,1,98,98.0
5148,5,283,56.6
5149,3,282,94.0
5150,2,112,56.0
5151,1,63,63.0
5152,2,151,75.5
5153,1,75,75.0
5154,2,125,62.5
5155,1,315,315.0
5156,3,178,59.3
