Frame,shape,pathway
1044,sheet,sheet->vesicle
1045,fiber,fiber-only
1046,fiber,fiber-only
1047,sheet,sheet->vesicle->tube
1048,sheet,sheet->vesicle
1049,sheet,sheet->vesicle
1050,sheet,sheet->vesicle
1051,sheet,sheet->vesicle
1052,sheet,sheet->vesicle
1053,sheet,sheet->vesicle
1054,sheet,sheet->vesicle
1055,fiber,fiber-only
1056,sheet,sheet->vesicle
1057,sheet,sheet->vesicle
1058,fiber,fiber-only
1059,fiber,fiber-only
1060,fiber,fiber-only
1061,sheet,sheet->vesicle
1062,fiber,fiber-only
1063,fiber,fiber-only
1064,sheet,sheet->vesicle
1065,fiber,fiber-only
1066,fiber,fiber-only
1067,fiber,fiber-only
1068,fiber,fiber-only
1069,fiber,fiber-only
1070,sheet,sheet->vesicle
1071,sheet,sheet->vesicle
1072,sheet,sheet->vesicle
1073,sheet,sheet->vesicle
1074,sheet,sheet->vesicle
1075,sheet,sheet->vesicle
1076,sheet,sheet->vesicle
1077,sheet,sheet->vesicle
1078,fiber,fiber-only
1079,fiber,fiber-only
1080,sheet,sheet->vesicle
1081,fiber,fiber-only
1082,sheet,sheet->vesicle
1083,fiber,fiber-only
1084,sheet,sheet->vesicle
1085,sheet,sheet->vesicle
1086,fiber,fiber-only
1087,sheet,sheet->vesicle
1088,sheet,sheet->vesicle
1089,sheet,sheet->vesicle
1090,sheet,sheet->vesicle
1091,sheet,sheet->vesicle
1092,fiber,fiber-only
1093,sheet,sheet->vesicle
1094,sheet,sheet->vesicle
1095,sheet,sheet->vesicle
1096,sheet,sheet->vesicle
1097,sheet,sheet->vesicle
1098,sheet,sheet->vesicle
1099,sheet,sheet->vesicle
1100,sheet,sheet->vesicle
1101,sheet,sheet->vesicle
1102,sheet,sheet->vesicle
1103,sheet,sheet->vesicle
1104,sheet,sheet->vesicle
1105,sheet,sheet->vesicle
1106,sheet,sheet->vesicle
1107,sheet,sheet->vesicle
1108,sheet,sheet->vesicle
1109,fiber,fiber-only
1110,fiber,fiber-only
1111,sheet,sheet->vesicle
1112,fiber,fiber-only
1113,sheet,sheet->vesicle
1114,fiber,fiber-only
1115,fiber,fiber-only
1116,fiber,fiber-only
1117,fiber,fiber-only
1118,fiber,fiber-only
1119,fiber,fiber-only
1120,fiber,fiber-only
1121,fiber,fiber-only
1122,fiber,fiber-only
1123,sheet,sheet->vesicle
1124,fiber,fiber-only
1125,fiber,fiber-only
1126,sheet,sheet->vesicle
1127,sheet,sheet->vesicle
1128,sheet,sheet->vesicle
1129,sheet,sheet->vesicle
1130,fiber,fiber-only
1131,fiber,fiber-only
1132,sheet,sheet->vesicle
1133,fiber,fiber-only
1134,fiber,fiber-only
1135,sheet,sheet->vesicle
1136,fiber,fiber-only
1137,fiber,fiber-only
1138,sheet,sheet->vesicle
1139,fiber,fiber-only
1140,fiber,fiber-only
1141,fiber,fiber-only
1142,sheet,sheet->vesicle
1143,fiber,fiber-only
1144,fiber,fiber-only
1145,sheet,sheet->vesicle
1146,sheet,sheet->vesicle
1147,fiber,fiber-only
1148,fiber,fiber-only
1149,fiber,fiber-only
1150,fiber,fiber-only
1151,fiber,fiber-only
1152,fiber,fiber-only
1153,fiber,fiber-only
1154,fiber,fiber-only
1155,fiber,fiber-only
1156,sheet,sheet->vesicle
1157,fiber,fiber-only
1158,fiber,fiber-only
1159,fiber,fiber-only
1160,sheet,sheet->vesicle
1161,sheet,sheet->vesicle
1162,fiber,fiber-only
1163,fiber,fiber-only
1164,sheet,sheet->vesicle
1165,sheet,sheet->vesicle
1166,fiber,fiber-only
1167,sheet,sheet->vesicle
1168,fiber,fiber-only
1169,sheet,sheet->vesicle
1170,fiber,fiber-only
1171,sheet,sheet->vesicle
1172,fiber,fiber-only
1173,fiber,fiber-only
1174,fiber,fiber-only
1175,fiber,fiber-only
1176,fiber,fiber-only
1177,fiber,fiber-only
1178,fiber,fiber-only
1179,fiber,fiber-only
1180,sheet,sheet->vesicle
1181,fiber,fiber-only
1182,sheet,sheet->vesicle
1183,fiber,fiber-only
1184,fiber,fiber-only
1185,fiber,fiber-only
1186,sheet,sheet->vesicle
1187,sheet,sheet->vesicle
1188,sheet,sheet->vesicle
1189,sheet,sheet->vesicle
1190,sheet,sheet->vesicle
1191,sheet,sheet->vesicle
1192,sheet,sheet->vesicle
1193,sheet,sheet->vesicle
1194,sheet,sheet->vesicle
1195,fiber,fiber-only
1196,fiber,fiber-only
1197,fiber,fiber-only
1198,fiber,fiber-only
1199,sheet,sheet->vesicle
1200,sheet,sheet->vesicle
1201,sheet,sheet->vesicle
1202,sheet,sheet->vesicle
1203,sheet,sheet->vesicle
1204,sheet,sheet->vesicle
1205,sheet,sheet->vesicle
1206,sheet,sheet->vesicle
1207,sheet,sheet->vesicle
1208,sheet,sheet->vesicle
1209,sheet,sheet->vesicle
1210,sheet,sheet->vesicle
1211,sheet,sheet->vesicle
1212,sheet,sheet->vesicle
1213,sheet,sheet->vesicle
1214,sheet,sheet->vesicle
1215,sheet,sheet->vesicle
1216,sheet,sheet->vesicle
1217,sheet,sheet->vesicle
1218,sheet,sheet->vesicle
1219,sheet,sheet->vesicle
1220,sheet,sheet->vesicle
1221,sheet,sheet->vesicle
1222,sheet,sheet->vesicle
1223,sheet,sheet->vesicle
1224,sheet,sheet->vesicle
1225,sheet,sheet->vesicle
1226,sheet,sheet->vesicle
1227,sheet,sheet->vesicle
1228,sheet,sheet->vesicle
1229,sheet,sheet->vesicle
1230,sheet,sheet->vesicle
1231,sheet,sheet->vesicle
1232,sheet,sheet->vesicle
1233,sheet,sheet->vesicle
1234,sheet,sheet->vesicle
1235,sheet,sheet->vesicle
1236,sheet,sheet->vesicle
1237,sheet,sheet->vesicle
1238,sheet,sheet->vesicle
1239,sheet,sheet->vesicle
1240,sheet,sheet->vesicle
1241,sheet,sheet->vesicle
1242,sheet,sheet->vesicle
1243,sheet,sheet->vesicle
1244,sheet,sheet->vesicle
1245,sheet,sheet->vesicle
1246,sheet,sheet->vesicle
1247,sheet,sheet->vesicle
1248,sheet,sheet->vesicle
1249,sheet,sheet->vesicle
1250,sheet,sheet->vesicle
1251,sheet,sheet->vesicle
1252,sheet,sheet->vesicle
1253,sheet,sheet->vesicle
1254,sheet,sheet->vesicle
1255,sheet,sheet->vesicle
1256,sheet,sheet->vesicle
1257,sheet,sheet->vesicle
1258,sheet,sheet->vesicle
1259,sheet,sheet->vesicle
1260,sheet,sheet->vesicle
1261,sheet,sheet->vesicle
1262,sheet,sheet->vesicle
1263,sheet,sheet->vesicle
1264,sheet,sheet->vesicle
1265,sheet,sheet->vesicle
1266,sheet,sheet->vesicle
1267,sheet,sheet->vesicle
1268,sheet,sheet->vesicle
1269,sheet,sheet->vesicle
1270,sheet,sheet->vesicle
1271,sheet,sheet->vesicle
1272,sheet,sheet->vesicle
1273,sheet,sheet->vesicle
1274,sheet,sheet->vesicle
1275,sheet,sheet->vesicle
1276,sheet,sheet->vesicle
1277,sheet,sheet->vesicle
1278,sheet,sheet->vesicle
1279,sheet,sheet->vesicle
1280,sheet,sheet->vesicle
1281,sheet,sheet->vesicle
1282,sheet,sheet->vesicle
1283,sheet,sheet->vesicle
1284,sheet,sheet->vesicle
1285,sheet,sheet->vesicle
1286,sheet,sheet->vesicle
1287,sheet,sheet->vesicle
1288,sheet,sheet->vesicle
1289,sheet,sheet->vesicle
1290,sheet,sheet->vesicle
1291,sheet,sheet->vesicle
1292,sheet,sheet->vesicle
1293,sheet,sheet->vesicle
1294,sheet,sheet->vesicle
1295,sheet,sheet->vesicle
1296,sheet,sheet->vesicle
1297,sheet,sheet->vesicle
1298,sheet,sheet->vesicle
1299,sheet,sheet->vesicle
1300,sheet,sheet->vesicle
1301,sheet,sheet->vesicle
1302,sheet,sheet->vesicle
1303,sheet,sheet->vesicle
1304,sheet,sheet->vesicle
1305,sheet,sheet->vesicle
1306,sheet,sheet->vesicle
1307,sheet,sheet->vesicle
1308,sheet,sheet->vesicle
1309,sheet,sheet->vesicle
1310,sheet,sheet->vesicle
1311,sheet,sheet->vesicle
1312,sheet,sheet->vesicle
1313,sheet,sheet->vesicle
1314,sheet,sheet->vesicle
1315,sheet,sheet->vesicle
1316,sheet,sheet->vesicle
1317,sheet,sheet->vesicle
1318,sheet,sheet->vesicle
1319,sheet,sheet->vesicle
1320,sheet,sheet->vesicle
1321,sheet,sheet->vesicle
1322,sheet,sheet->vesicle
1323,sheet,sheet->vesicle
1324,sheet,sheet->vesicle
1325,sheet,sheet->vesicle
1326,sheet,sheet->vesicle
1327,sheet,sheet->vesicle
1328,sheet,sheet->vesicle
1329,sheet,sheet->vesicle
1330,sheet,sheet->vesicle
1331,sheet,sheet->vesicle
1332,sheet,sheet->vesicle
1333,sheet,sheet->vesicle
1334,fiber,fiber-only
1335,fiber,fiber-only
1336,sheet,sheet->vesicle
1337,fiber,fiber-only
1338,sheet,sheet->vesicle
1339,sheet,sheet->vesicle
1340,fiber,fiber-only
1341,fiber,fiber-only
1342,sheet,sheet->vesicle
1343,sheet,sheet->vesicle
1344,sheet,sheet->vesicle
1345,fiber,fiber-only
1346,fiber,fiber-only
1347,fiber,fiber-only
1348,fiber,fiber-only
1349,fiber,fiber-only
1350,fiber,fiber-only
1351,fiber,fiber-only
1352,fiber,fiber-only
1353,fiber,fiber-only
1354,fiber,fiber-only
1355,sheet,sheet->vesicle
1356,sheet,sheet->vesicle
1357,fiber,fiber-only
1358,fiber,fiber-only
1359,fiber,fiber-only
1360,sheet,sheet->vesicle
1361,fiber,fiber-only
1362,fiber,fiber-only
1363,fiber,fiber-only
1364,fiber,fiber-only
1365,fiber,fiber-only
1366,fiber,fiber-only
1367,fiber,fiber-only
1368,fiber,fiber-only
1369,fiber,fiber-only
1370,sheet,sheet->vesicle
1371,fiber,fiber-only
1372,fiber,fiber-only
1373,fiber,fiber-only
1374,sheet,sheet->vesicle
1375,fiber,fiber-only
1376,fiber,fiber-only
1377,fiber,fiber-only
1378,sheet,sheet->vesicle
1379,fiber,fiber-only
1380,sheet,sheet->vesicle
1381,fiber,fiber-only
1382,fiber,fiber-only
1383,fiber,fiber-only
1384,fiber,fiber-only
1385,sheet,sheet->vesicle
1386,fiber,fiber-only
1387,fiber,fiber-only
1388,fiber,fiber-only
1389,fiber,fiber-only
1390,fiber,fiber-only
1391,fiber,fiber-only
1392,sheet,sheet->vesicle
1393,sheet,sheet->vesicle
1394,fiber,fiber-only
1395,fiber,fiber-only
1396,fiber,fiber-only
1397,sheet,sheet->vesicle
1398,fiber,fiber-only
1399,sheet,sheet->vesicle
1400,fiber,fiber-only
1401,fiber,fiber-only
1402,fiber,fiber-only
1403,sheet,sheet->vesicle
1404,fiber,fiber-only
1405,sheet,sheet->vesicle
1406,fiber,fiber-only
1407,sheet,sheet->vesicle
1408,fiber,fiber-only
1409,fiber,fiber-only
1410,fiber,fiber-only
1411,fiber,fiber-only
1412,sheet,sheet->vesicle
1413,fiber,fiber-only
1414,fiber,fiber-only
1415,fiber,fiber-only
1416,fiber,fiber-only
1417,fiber,fiber-only
1418,fiber,fiber-only
1419,fiber,fiber-only
1420,fiber,fiber-only
1421,fiber,fiber-only
1422,fiber,fiber-only
1423,fiber,fiber-only
1424,fiber,fiber-only
1425,fiber,fiber-only
1426,fiber,fiber-only
1427,sheet,sheet->vesicle
1428,fiber,fiber-only
1429,fiber,fiber-only
1430,fiber,fiber-only
1431,fiber,fiber-only
1432,fiber,fiber-only
1433,fiber,fiber-only
1434,fiber,fiber-only
1435,fiber,fiber-only
1436,fiber,fiber-only
1437,fiber,fiber-only
1438,fiber,fiber-only
1439,fiber,fiber-only
1440,fiber,fiber-only
1441,fiber,fiber-only
1442,sheet,sheet->vesicle
1443,fiber,fiber-only
1444,fiber,fiber-only
1445,fiber,fiber-only
1446,fiber,fiber-only
1447,fiber,fiber-only
1448,fiber,fiber-only
1449,fiber,fiber-only
1450,fiber,fiber-only
1451,fiber,fiber-only
1452,fiber,fiber-only
1453,fiber,fiber-only
1454,fiber,fiber-only
1455,fiber,fiber-only
1456,sheet,sheet->vesicle
1457,fiber,fiber-only
1458,fiber,fiber-only
1459,fiber,fiber-only
1460,fiber,fiber-only
1461,fiber,fiber-only
1462,fiber,fiber-only
1463,fiber,fiber-only
1464,fiber,fiber-only
1465,fiber,fiber-only
1466,fiber,fiber-only
1467,fiber,fiber-only
1468,fiber,fiber-only
1469,fiber,fiber-only
1470,fiber,fiber-only
1471,sheet,sheet->vesicle
1472,sheet,sheet->vesicle
1473,fiber,fiber-only
1474,sheet,sheet->vesicle
1475,fiber,fiber-only
1476,fiber,fiber-only
1477,fiber,fiber-only
1478,fiber,fiber-only
1479,sheet,sheet->vesicle
1480,fiber,fiber-only
1481,fiber,fiber-only
1482,fiber,fiber-only
1483,fiber,fiber-only
1484,fiber,fiber-only
1485,fiber,fiber-only
1486,fiber,fiber-only
1487,fiber,fiber-only
1488,fiber,fiber-only
1489,fiber,fiber-only
1490,fiber,fiber-only
1491,sheet,sheet->vesicle
1492,fiber,fiber-only
1493,fiber,fiber-only
1494,fiber,fiber-only
1495,fiber,fiber-only
1496,sheet,sheet->vesicle
1497,fiber,fiber-only
1498,fiber,fiber-only
1499,sheet,sheet->vesicle
1500,fiber,fiber-only
1501,fiber,fiber-only
1502,fiber,fiber-only
1503,fiber,fiber-only
1504,fiber,fiber-only
1505,fiber,fiber-only
1506,fiber,fiber-only
1507,fiber,fiber-only
1508,fiber,fiber-only
1509,fiber,fiber-only
1510,fiber,fiber-only
1511,fiber,fiber-only
1512,fiber,fiber-only
1513,fiber,fiber-only
1514,fiber,fiber-only
1515,fiber,fiber-only
1516,fiber,fiber-only
1517,fiber,fiber-only
1518,fiber,fiber-only
1519,fiber,fiber-only
1520,fiber,fiber-only
1521,fiber,fiber-only
1522,fiber,fiber-only
1523,fiber,fiber-only
1524,fiber,fiber-only
1525,sheet,sheet->vesicle
1526,fiber,fiber-only
1527,fiber,fiber-only
1528,fiber,fiber-only
1529,fiber,fiber-only
1530,fiber,fiber-only
1531,fiber,fiber-only
1532,fiber,fiber-only
1533,fiber,fiber-only
1534,fiber,fiber-only
1535,fiber,fiber-only
1536,fiber,fiber-only
1537,fiber,fiber-only
1538,fiber,fiber-only
1539,fiber,fiber-only
1540,fiber,fiber-only
1541,fiber,fiber-only
1542,fiber,fiber-only
1543,fiber,fiber-only
1544,fiber,fiber-only
1545,sheet,sheet->vesicle
1546,fiber,fiber-only
1547,fiber,fiber-only
1548,fiber,fiber-only
1549,fiber,fiber-only
1550,fiber,fiber-only
1551,fiber,fiber-only
1552,fiber,fiber-only
1553,sheet,sheet->vesicle
1554,fiber,fiber-only
1555,fiber,fiber-only
1556,fiber,fiber-only
1557,fiber,fiber-only
1558,fiber,fiber-only
1559,sheet,sheet->vesicle
1560,fiber,fiber-only
1561,fiber,fiber-only
1562,fiber,fiber-only
1563,fiber,fiber-only
1564,fiber,fiber-only
1565,fiber,fiber-only
1566,fiber,fiber-only
1567,fiber,fiber-only
1568,fiber,fiber-only
1569,fiber,fiber-only
1570,fiber,fiber-only
1571,fiber,fiber-only
1572,fiber,fiber-only
1573,fiber,fiber-only
1574,fiber,fiber-only
1575,fiber,fiber-only
1576,fiber,fiber-only
1577,fiber,fiber-only
1578,sheet,sheet->vesicle
1579,fiber,fiber-only
1580,fiber,fiber-only
1581,fiber,fiber-only
1582,fiber,fiber-only
1583,fiber,fiber-only
1584,fiber,fiber-only
1585,fiber,fiber-only
1586,fiber,fiber-only
1587,fiber,fiber-only
1588,fiber,fiber-only
1589,fiber,fiber-only
1590,fiber,fiber-only
1591,fiber,fiber-only
1592,fiber,fiber-only
1593,fiber,fiber-only
1594,fiber,fiber-only
1595,fiber,fiber-only
1596,fiber,fiber-only
1597,fiber,fiber-only
1598,fiber,fiber-only
1599,fiber,fiber-only
1600,fiber,fiber-only
1601,fiber,fiber-only
1602,fiber,fiber-only
1603,fiber,fiber-only
1604,fiber,fiber-only
1605,fiber,fiber-only
1606,fiber,fiber-only
1607,fiber,fiber-only
1608,fiber,fiber-only
1609,fiber,fiber-only
1610,fiber,fiber-only
1611,fiber,fiber-only
1612,fiber,fiber-only
1613,fiber,fiber-only
1614,fiber,fiber-only
1615,fiber,fiber-only
1616,fiber,fiber-only
1617,fiber,fiber-only
1618,fiber,fiber-only
1619,fiber,fiber-only
1620,fiber,fiber-only
1621,fiber,fiber-only
1622,fiber,fiber-only
1623,fiber,fiber-only
1624,fiber,fiber-only
1625,fiber,fiber-only
1626,fiber,fiber-only
1627,fiber,fiber-only
1628,fiber,fiber-only
1629,fiber,fiber-only
1630,fiber,fiber-only
1631,fiber,fiber-only
1632,fiber,fiber-only
1633,fiber,fiber-only
1634,fiber,fiber-only
1635,fiber,fiber-only
1636,fiber,fiber-only
1637,fiber,fiber-only
1638,fiber,fiber-only
1639,fiber,fiber-only
1640,fiber,fiber-only
1641,fiber,fiber-only
1642,fiber,fiber-only
1643,fiber,fiber-only
1644,fiber,fiber-only
1645,fiber,fiber-only
1646,fiber,fiber-only
1647,fiber,fiber-only
1648,fiber,fiber-only
1649,fiber,fiber-only
1650,fiber,fiber-only
1651,fiber,fiber-only
1652,fiber,fiber-only
1653,fiber,fiber-only
1654,fiber,fiber-only
1655,fiber,fiber-only
1656,fiber,fiber-only
1657,fiber,fiber-only
1658,fiber,fiber-only
1659,fiber,fiber-only
1660,fiber,fiber-only
1661,fiber,fiber-only
1662,fiber,fiber-only
1663,fiber,fiber-only
1664,fiber,fiber-only
1665,fiber,fiber-only
1666,fiber,fiber-only
1667,fiber,fiber-only
1668,fiber,fiber-only
1669,fiber,fiber-only
1670,fiber,fiber-only
1671,fiber,fiber-only
1672,fiber,fiber-only
1673,fiber,fiber-only
1674,fiber,fiber-only
1675,fiber,fiber-only
1676,fiber,fiber-only
1677,fiber,fiber-only
1678,fiber,fiber-only
1679,fiber,fiber-only
1680,fiber,fiber-only
1681,fiber,fiber-only
1682,fiber,fiber-only
1683,fiber,fiber-only
1684,fiber,fiber-only
1685,fiber,fiber-only
1686,fiber,fiber-only
1687,fiber,fiber-only
1688,fiber,fiber-only
1689,fiber,fiber-only
1690,fiber,fiber-only
1691,fiber,fiber-only
1692,fiber,fiber-only
1693,fiber,fiber-only
1694,fiber,fiber-only
1695,fiber,fiber-only
1696,fiber,fiber-only
1697,fiber,fiber-only
1698,fiber,fiber-only
1699,fiber,fiber-only
1700,fiber,fiber-only
1701,fiber,fiber-only
1702,fiber,fiber-only
1703,fiber,fiber-only
1704,fiber,fiber-only
1705,fiber,fiber-only
1706,fiber,fiber-only
1707,fiber,fiber-only
1708,fiber,fiber-only
1709,fiber,fiber-only
1710,fiber,fiber-only
1711,fiber,fiber-only
1712,fiber,fiber-only
1713,sheet,sheet->vesicle
1714,fiber,fiber-only
1715,fiber,fiber-only
1716,fiber,fiber-only
1717,fiber,fiber-only
1718,fiber,fiber-only
1719,fiber,fiber-only
1720,fiber,fiber-only
1721,fiber,fiber-only
1722,fiber,fiber-only
1723,fiber,fiber-only
1724,fiber,fiber-only
1725,fiber,fiber-only
1726,fiber,fiber-only
1727,fiber,fiber-only
1728,sheet,sheet->vesicle
1729,fiber,fiber-only
1730,fiber,fiber-only
1731,fiber,fiber-only
1732,fiber,fiber-only
1733,sheet,sheet->vesicle
1734,sheet,sheet->vesicle
1735,fiber,fiber-only
1736,fiber,fiber-only
1737,fiber,fiber-only
1738,fiber,fiber-only
1739,sheet,sheet->vesicle
1740,sheet,sheet->vesicle
1741,sheet,sheet->vesicle
1742,sheet,sheet->vesicle
1743,fiber,fiber-only
1744,sheet,sheet->vesicle
1745,fiber,fiber-only
1746,fiber,fiber-only
1747,fiber,fiber-only
1748,fiber,fiber-only
1749,fiber,fiber-only
1750,sheet,sheet->vesicle
1751,sheet,sheet->vesicle
1752,sheet,sheet->vesicle
1753,fiber,fiber-only
1754,fiber,fiber-only
1755,fiber,fiber-only
1756,sheet,sheet->vesicle
1757,fiber,fiber-only
1758,sheet,sheet->vesicle
1759,fiber,fiber-only
1760,fiber,fiber-only
1761,sheet,sheet->vesicle
1762,fiber,fiber-only
1763,fiber,fiber-only
1764,fiber,fiber-only
1765,fiber,fiber-only
1766,fiber,fiber-only
1767,fiber,fiber-only
1768,fiber,fiber-only
1769,fiber,fiber-only
1770,fiber,fiber-only
1771,sheet,sheet->vesicle
1772,fiber,fiber-only
1773,fiber,fiber-only
1774,fiber,fiber-only
1775,sheet,sheet->vesicle
1776,sheet,sheet->vesicle
1777,fiber,fiber-only
1778,sheet,sheet->vesicle
1779,sheet,sheet->vesicle
1780,sheet,sheet->vesicle
1781,fiber,fiber-only
1782,sheet,sheet->vesicle
1783,fiber,fiber-only
1784,fiber,fiber-only
1785,sheet,sheet->vesicle
1786,fiber,fiber-only
1787,sheet,sheet->vesicle
1788,sheet,sheet->vesicle
1789,sheet,sheet->vesicle
1790,sheet,sheet->vesicle
1791,sheet,sheet->vesicle
1792,fiber,fiber-only
1793,fiber,fiber-only
1794,sheet,sheet->vesicle
1795,sheet,sheet->vesicle
1796,fiber,fiber-only
1797,fiber,fiber-only
1798,fiber,fiber-only
1799,sheet,sheet->vesicle
1800,sheet,sheet->vesicle
1801,sheet,sheet->vesicle
1802,sheet,sheet->vesicle
1803,sheet,sheet->vesicle
1804,sheet,sheet->vesicle
1805,sheet,sheet->vesicle
1806,fiber,fiber-only
1807,sheet,sheet->vesicle
1808,sheet,sheet->vesicle
1809,sheet,sheet->vesicle
1810,fiber,fiber-only
1811,sheet,sheet->vesicle
1812,sheet,sheet->vesicle
1813,sheet,sheet->vesicle
1814,sheet,sheet->vesicle
1815,sheet,sheet->vesicle
1816,sheet,sheet->vesicle
1817,sheet,sheet->vesicle
1818,sheet,sheet->vesicle
1819,sheet,sheet->vesicle
1820,sheet,sheet->vesicle
1821,sheet,sheet->vesicle
1822,sheet,sheet->vesicle
1823,sheet,sheet->vesicle
1824,fiber,fiber-only
1825,sheet,sheet->vesicle
1826,sheet,sheet->vesicle
1827,fiber,fiber-only
1828,sheet,sheet->vesicle
1829,sheet,sheet->vesicle
1830,fiber,fiber-only
1831,sheet,sheet->vesicle
1832,sheet,sheet->vesicle
1833,fiber,fiber-only
1834,sheet,sheet->vesicle
1835,sheet,sheet->vesicle
1836,sheet,sheet->vesicle
1837,sheet,sheet->vesicle
1838,fiber,fiber-only
1839,sheet,sheet->vesicle
1840,sheet,sheet->vesicle
1841,sheet,sheet->vesicle
1842,sheet,sheet->vesicle
1843,fiber,fiber-only
1844,sheet,sheet->vesicle
1845,sheet,sheet->vesicle
1846,fiber,fiber-only
1847,sheet,sheet->vesicle
1848,sheet,sheet->vesicle
1849,sheet,sheet->vesicle
1850,sheet,sheet->vesicle
1851,fiber,fiber-only
1852,fiber,fiber-only
1853,fiber,fiber-only
1854,fiber,fiber-only
1855,sheet,sheet->vesicle
1856,fiber,fiber-only
1857,sheet,sheet->vesicle
1858,fiber,fiber-only
1859,fiber,fiber-only
1860,fiber,fiber-only
1861,fiber,fiber-only
1862,fiber,fiber-only
1863,sheet,sheet->vesicle
1864,fiber,fiber-only
1865,fiber,fiber-only
1866,fiber,fiber-only
1867,fiber,fiber-only
1868,fiber,fiber-only
1869,fiber,fiber-only
1870,fiber,fiber-only
1871,sheet,sheet->vesicle
1872,sheet,sheet->vesicle
1873,sheet,sheet->vesicle
1874,sheet,sheet->vesicle
1875,fiber,fiber-only
1876,sheet,sheet->vesicle
1877,fiber,fiber-only
1878,fiber,fiber-only
1879,fiber,fiber-only
1880,fiber,fiber-only
1881,fiber,fiber-only
1882,fiber,fiber-only
1883,fiber,fiber-only
1884,fiber,fiber-only
1885,fiber,fiber-only
1886,fiber,fiber-only
1887,fiber,fiber-only
1888,fiber,fiber-only
1889,fiber,fiber-only
1890,fiber,fiber-only
1891,fiber,fiber-only
1892,fiber,fiber-only
1893,fiber,fiber-only
1894,fiber,fiber-only
1895,fiber,fiber-only
1896,fiber,fiber-only
1897,fiber,fiber-only
1898,fiber,fiber-only
1899,fiber,fiber-only
1900,fiber,fiber-only
1901,fiber,fiber-only
1902,fiber,fiber-only
1903,fiber,fiber-only
1904,fiber,fiber-only
1905,fiber,fiber-only
1906,fiber,fiber-only
1907,fiber,fiber-only
1908,fiber,fiber-only
1909,fiber,fiber-only
1910,fiber,fiber-only
1911,fiber,fiber-only
1912,fiber,fiber-only
1913,fiber,fiber-only
1914,fiber,fiber-only
1915,fiber,fiber-only
1916,fiber,fiber-only
1917,fiber,fiber-only
1918,sheet,sheet->vesicle
1919,fiber,fiber-only
1920,fiber,fiber-only
1921,fiber,fiber-only
1922,sheet,sheet->vesicle
1923,fiber,fiber-only
1924,fiber,fiber-only
1925,fiber,fiber-only
1926,fiber,fiber-only
1927,fiber,fiber-only
1928,sheet,sheet->vesicle
1929,fiber,fiber-only
1930,fiber,fiber-only
1931,fiber,fiber-only
1932,fiber,fiber-only
1933,fiber,fiber-only
1934,fiber,fiber-only
1935,fiber,fiber-only
1936,fiber,fiber-only
1937,fiber,fiber-only
1938,fiber,fiber-only
1939,fiber,fiber-only
1940,fiber,fiber-only
1941,fiber,fiber-only
1942,fiber,fiber-only
1943,fiber,fiber-only
1944,fiber,fiber-only
